"logFC" "t" "P.Value" "adj.P.Val" "B"
"Dync1i1" -0.800523414159369 -8.3183958822432 5.20208694103005e-11 3.36324398223922e-09 14.6410633271675
"Gypc" 1.83243712545288 8.26464706062815 6.29492338513274e-11 3.91142535164143e-09 14.6346802534572
"Mpped2" 0.75792940701469 8.28065318591293 5.94728849116116e-11 3.7244019574648e-09 14.6287226890913
"ST7" -0.485644501694285 -8.27308635510044 6.10915662841532e-11 3.81082508590486e-09 14.6127569548275
"Slc47a1" 4.60685232776132 8.25638450922948 6.48230546235737e-11 4.01224557861956e-09 14.5962499137338
"Fzd2" 0.881644220996723 8.22165102019355 7.33340465928967e-11 4.43587647743169e-09 14.5711320627195
"Cyba" 1.24801653861751 8.19021258340247 8.20036604983994e-11 4.83656295510248e-09 14.5149285314705
"Ghr" 0.847816410446208 8.18995665482375 8.20783117811242e-11 4.83656295510248e-09 14.4899130837835
"Sardh" 0.54294507178436 8.21450761398217 7.52192875705252e-11 4.53274265363666e-09 14.4867621511248
"Fbn1" 1.29485892178903 8.2327518912829 7.04982464437351e-11 4.28055702456276e-09 14.485592014783
"Tspan1" -1.61766987468412 -8.24087089399429 6.84942657290451e-11 4.19074685604261e-09 14.4644837792592
"Pbxip1" 0.858880783245136 8.2391902058162 6.89043450502263e-11 4.19974613017963e-09 14.4179963579415
"Wnt6" 4.45808286820329 8.20547418556583 7.767330884512e-11 4.6420759407701e-09 14.4160828615597
"Rspo1" -2.28058708634654 -8.20463361536365 7.79057143294124e-11 4.6420759407701e-09 14.358466013075
"Abcc3" 1.19851446789937 8.16718466823992 8.90017938149317e-11 5.11248073895915e-09 14.3575911066247
"Tgfbr2" 1.36202717910079 8.17397773573988 8.68771225100488e-11 5.08183432001087e-09 14.3502509748086
"Eya2" 3.29849789343425 8.19246034703864 8.13509418433206e-11 4.82934271485497e-09 14.3350280964097
"Kcnj13" 4.49125981484958 8.18530800618566 8.34462265570549e-11 4.89909114665298e-09 14.3316726651607
"Cybrd1" 1.83602417876867 8.1680566547346 8.87261648710633e-11 5.11248073895915e-09 14.3272791774325
"Notch2" 1.3263451460273 8.21251577189345 7.57536013856559e-11 4.54777917491556e-09 14.3232386039482
"Pgpep1" 0.572588658162613 8.17043441743246 8.79789248764647e-11 5.09034583823284e-09 14.3046505977784
"Flnc" 1.41243308576883 8.15927506778708 9.15416341531039e-11 5.20548943004424e-09 14.2794125927985
"Stat5a" 1.17768788517053 8.11970730504246 1.05384866873461e-10 5.8751385622077e-09 14.2533692288746
"Serpinf1" 3.20605878475286 8.11523780616665 1.0707542060985e-10 5.93710899902323e-09 14.2327971938624
"Thbs1" 2.53965139968305 8.10328441548091 1.11731926034134e-10 6.15257629944515e-09 14.2125354983601
"Gpr81" 3.627560249825 8.17143128694217 8.76675329963606e-11 5.09034583823284e-09 14.1950453103239
"Nacc2" 0.682488115527097 8.15741776944649 9.21485218043378e-11 5.21815512302649e-09 14.1782808489115
"Anxa2" 2.35781309041969 8.11916146758689 1.05589878348902e-10 5.8751385622077e-09 14.1504555969915
"Acss1" 0.694604808022892 8.15909934345515 9.15988809469868e-11 5.20548943004424e-09 14.1418177740623
"Sparc" 0.959149936639288 8.17245291777214 8.73495565431676e-11 5.09034583823284e-09 14.1205416775814
"Bmpr1a" 0.59437635807739 8.15945076706623 9.14844314966584e-11 5.20548943004424e-09 14.1140594740459
"Nnt" 0.691814608439906 8.14848193661775 9.51254342119569e-11 5.34879598215049e-09 14.1022527489573
"Ocln" 0.760388325931991 8.09466580843707 1.15215211080519e-10 6.30093049912606e-09 14.0685229584254
"Bcl11b" -1.01621653910399 -8.12863912870972 1.02086455308648e-10 5.72006528008353e-09 14.0530632647725
"Cald1" 1.09287476076755 8.07964702183101 1.21548193837432e-10 6.60205138568012e-09 13.9673302265023
"Lbp" 2.62556930645163 8.15008820370312 9.4583275383434e-11 5.33710362048784e-09 13.9637187624913
"Adamts12" 2.66174472502458 8.03863327787659 1.4068377155075e-10 7.53885620098635e-09 13.9450448433479
"Vwf" 1.21243182113458 8.10016460059328 1.12980427367788e-10 6.19994654514162e-09 13.9275427787432
"Ctdsp1" 0.820683547952455 8.08042767478566 1.21210552390547e-10 6.60205138568012e-09 13.9210148211895
"Zfhx4" 1.8081598261233 8.02197317467705 1.49296842812293e-10 7.92066871385221e-09 13.8941012744914
"Serpind1" 2.25586243144192 8.10377339039927 1.11537507388238e-10 6.15257629944515e-09 13.8723188673286
"Olfml2a" 1.96996830061618 8.045517856015 1.37272053143094e-10 7.40573451568267e-09 13.8644746897985
"Arg1" -1.44415061508611 -8.00492388854123 1.58660379699587e-10 8.36187327862279e-09 13.8210598818883
"Slc7a2" 1.30797945239183 7.98456775872689 1.70616609662747e-10 8.942220053959e-09 13.765579638897
"Uap1l1" 0.879489693740119 7.97511825042624 1.76470636868316e-10 9.20934509852988e-09 13.7154260018532
"Fgfr1" 0.749133080080933 8.04556494318597 1.37249007365703e-10 7.40573451568267e-09 13.7100873095106
"Fgl2" 2.31066369974562 7.96032899155326 1.8604062043937e-10 9.61450701552201e-09 13.7069661658504
"Chrna5" -1.39515834267601 -7.964205921211 1.83482564930301e-10 9.5440816917654e-09 13.6707648435081
"Serpinh1" 1.46368431223079 8.03311700766609 1.43478835082397e-10 7.66292146297925e-09 13.6692939918396
"Bin1" -0.312177727080952 -8.0415019351214 1.39251940697015e-10 7.48725333666879e-09 13.6631099209426
"Sorbs3" 0.815088316871366 7.98427997361028 1.70791979238368e-10 8.942220053959e-09 13.6468754366295
"Vstm4" 1.34425613067435 7.93824115722443 2.01313650967399e-10 1.02708552469597e-08 13.6420882735692
"Slc41a1" 1.01059729026632 8.00813681466237 1.56851766973358e-10 8.29392671125016e-09 13.6081619044458
"Aqp4" 1.01676321527049 8.02622731277323 1.47048350890554e-10 7.82738371790419e-09 13.6066933090128
"Wnt5a" 1.3857306023526 7.95072284411934 1.92534419597581e-10 9.886116226861e-09 13.5801619960774
"Zfp286a" -0.464360028818523 -7.9418698652222 1.98720642104891e-10 1.01710574800417e-08 13.568196894138
"Parp14" 1.03464581259933 7.91455352133671 2.19096519488606e-10 1.10023657852627e-08 13.518250890232
"Lama1" 1.63243984327501 7.93348010254998 2.04767463813416e-10 1.04137949988421e-08 13.515093489121
"Pak1ip1" -0.485262386225709 -7.89983803212185 2.309303575073e-10 1.15241464969815e-08 13.393491612684
"Ahnak" 2.19979328210996 7.95764064113414 1.87835450428294e-10 9.67594938028847e-09 13.3824860959889
"Ncald" -0.959218632857497 -7.961453721681 1.85294837771024e-10 9.6070560531347e-09 13.3725520036045
"Dap" 0.746366714458627 7.87647711923009 2.51050102414564e-10 1.24118237939881e-08 13.365154435752
"Sdpr" 1.06039476657406 7.8732510351384 2.53963693993907e-10 1.24786037827345e-08 13.3306799906358
"Tcf12" 0.491063407805738 7.91987227948275 2.1497088410061e-10 1.0829243054267e-08 13.3010807140438
"Wls" 1.03341944928433 7.92272560770249 2.12789891342318e-10 1.07532967558401e-08 13.2837156259745
"Mfap5" 3.09058573615555 7.90727472084484 2.24871781830604e-10 1.12569827086298e-08 13.2567939891778
"Flna" 0.898819068034589 7.92433548099852 2.11569182182546e-10 1.0725550064359e-08 13.2519741601
"Ptgis" 1.98687051950641 7.87480002646106 2.52560528626857e-10 1.24479601285256e-08 13.2462422366287
"Cpz" 3.90941833274202 7.84009836645647 2.85946698508219e-10 1.37125610464797e-08 13.2311543624489
"Prkd3" 0.707250365176974 7.88516740633573 2.43367584649177e-10 1.21069687204446e-08 13.2139777142489
"Slc22a8" 1.52599785092822 7.83132268422041 2.95070457574392e-10 1.39544222000306e-08 13.2011481400736
"Mapk4" 0.455546028588717 7.87799932230648 2.49687031900218e-10 1.2382770846008e-08 13.1319016338639
"Gabra3" -0.892759640531909 -7.86759111070702 2.59157709948117e-10 1.26559311014113e-08 13.0881849789026
"Kif1c" 0.624754094308116 7.86949393846916 2.57399715104592e-10 1.26086381917338e-08 13.0719869706536
"Alx4" 3.67534875983581 7.83430074427106 2.91941951063015e-10 1.38750625491824e-08 13.0661463578237
"Ssbp3" -0.674920104796257 -7.85170181107978 2.74316610254897e-10 1.32910307386646e-08 13.0646348645544
"Slc5a6" 0.641371336147048 7.86081545416686 2.65516179842038e-10 1.29269142557851e-08 13.061615116213
"Slc16a11" 1.94776326168634 7.79711887344939 3.33510667172852e-10 1.56642113061273e-08 13.0585900879579
"Lix1l" 0.561256596873524 7.83672317372885 2.89421737033694e-10 1.38072802520073e-08 13.0490721534199
"Glul" 0.785561042014074 7.85135252549116 2.74659662080237e-10 1.32910307386646e-08 12.9745382655474
"Ngef" -0.961647838457654 -7.84640503721821 2.79565400025951e-10 1.34875524864484e-08 12.9726772613865
"Tbc1d2b" 0.562634775883311 7.83104921224216 2.95359427867139e-10 1.39544222000306e-08 12.967629493116
"Cerk" 0.399195105935702 7.84292902178042 2.83064644135535e-10 1.36152388620493e-08 12.9635533881119
"Ppfibp1" 0.655083531145055 7.83650180695151 2.89651129339498e-10 1.38072802520073e-08 12.9574385019818
"Dok7" -1.42958341843804 -7.72892167126175 4.25830364693492e-10 1.95404744074436e-08 12.9237561495432
"Dctd" -0.952101553873326 -7.72469430850666 4.32333423309903e-10 1.96693231818685e-08 12.909084546949
"LOC361016" -0.831577603710901 -7.7269356200786 4.2887323252853e-10 1.95676475721374e-08 12.8770677037487
"Pgm5" 1.91791371039279 7.71271543817581 4.51307646624484e-10 2.04162374191116e-08 12.8679639495452
"Crym" -1.86831069135116 -7.8104623790162 3.17949547656991e-10 1.49773932936121e-08 12.8446066717595
"Crispld2" 1.84969627333901 7.71162971507523 4.53068198311581e-10 2.04379832170555e-08 12.8383535502034
"Xkr7" -1.56429030323162 -7.69653570748584 4.78270450798638e-10 2.15140868416999e-08 12.8112842659722
"Krt8" 3.66274178560858 7.71657089225816 4.45111168440365e-10 2.01931257068869e-08 12.7715096883963
"Pald1" 0.551524258417081 7.74328478977846 4.04460186728539e-10 1.8667123473607e-08 12.7627853144644
"Pcdh7" 0.733137394138133 7.78654208733055 3.46387058654152e-10 1.62212754828392e-08 12.7609616873122
"Suclg2" 0.670316529537951 7.7687867263939 3.69135552340515e-10 1.71358303352491e-08 12.7457399614323
"Dock1" 0.676262529928504 7.77326418230343 3.63261201137674e-10 1.69122977287683e-08 12.7424901651025
"Neu2" -1.25961338585592 -7.67630994123567 5.142623369636e-10 2.28118201638104e-08 12.7414389721202
"Glud1" 0.466858033992071 7.78305110766439 3.5074573386348e-10 1.63773643978535e-08 12.7332069150908
"Emp2" 1.3117418780897 7.67172310994749 5.22795872995238e-10 2.30622300990634e-08 12.7254479022282
"Zbtb7c" 1.21980436250374 7.6633552075404 5.38731838182338e-10 2.36346393514664e-08 12.6946640337463
"Cpq" 0.959867427058728 7.67853628990071 5.10170896392676e-10 2.27567571075269e-08 12.6825085709454
"Nmral1" -0.795544495085365 -7.67542793978581 5.15892318829738e-10 2.28207325190916e-08 12.6572733386151
"Crtac1" -0.656887007455671 -7.75403486517584 3.89173274171368e-10 1.8013646420993e-08 12.6570663769154
"Abca1" 0.801535382387364 7.74083592995999 4.08026036554932e-10 1.87774287543104e-08 12.6167795295191
"Rxrg" -1.52985637212054 -7.64119749897421 5.83324909720937e-10 2.54511352003651e-08 12.5936413149187
"Evpl" 2.90916360142559 7.68491716318557 4.98624694746226e-10 2.23666790741643e-08 12.584409703454
"Ptpn14" 1.42746791354527 7.62762508305717 6.1245121745905e-10 2.65767214445749e-08 12.5626879042683
"Pik3r1" -0.40550344198981 -7.7281161537393 4.27061891744022e-10 1.95408348116341e-08 12.5559721199499
"Anxa1" 1.75847207054015 7.62379752644849 6.20925965209596e-10 2.67265949822966e-08 12.5443131280448
"Ccdc80" 1.42495795595221 7.66463399261139 5.36265293230304e-10 2.35912409575612e-08 12.5392802475833
"Tnnt2" 4.08531646935832 7.62384525003194 6.20819577142693e-10 2.67265949822966e-08 12.5058026628704
"Nfatc4" 1.85945233708076 7.62388444745422 6.20732209754597e-10 2.67265949822966e-08 12.5021211993412
"Smyd3" -0.588927569088461 -7.63639800641749 5.93462169019862e-10 2.58228811364528e-08 12.4818441066079
"Smoc2" -1.87595271199635 -7.60138775730094 6.72960582236357e-10 2.8657353433953e-08 12.4776245098193
"Rasgrp1" -1.84541971787135 -7.68014440203731 5.07235954342336e-10 2.26892183610442e-08 12.4366500007326
"Peli1" -0.672639774921196 -7.65914468094919 5.46933958008536e-10 2.39287352751735e-08 12.3968790990553
"Acss3" 1.92905615534809 7.58422986241535 7.15740782698243e-10 2.9999119577187e-08 12.3912660103035
"Prickle1" -0.755395375959205 -7.67752291997223 5.12029134485677e-10 2.27760257621219e-08 12.3859904449258
"Tspan15" -0.984526818379704 -7.56342798869933 7.71284289972125e-10 3.20745802775127e-08 12.3474452433696
"Egflam" 1.22633550970692 7.5927966536194 6.94050232032751e-10 2.93986423218329e-08 12.3321702798587
"Camkmt" -0.536561271110455 -7.58847493803797 7.04908794028181e-10 2.96228645574632e-08 12.3002100927618
"Adamts3" -1.38178632117405 -7.61458048781036 6.41819999278997e-10 2.75516762593718e-08 12.2975904025835
"Lrrk1" 0.892179424996797 7.56359591268278 7.70819027192847e-10 3.20745802775127e-08 12.2905024391295
"Cxcl16" 1.91441632545774 7.54423202150257 8.26370907291105e-10 3.39749546197913e-08 12.2763637653704
"LOC688765" -0.718932566483536 -7.539000657919 8.42056503370829e-10 3.4390793612094e-08 12.2597817955324
"Tmem163" -1.35203294100684 -7.58970098206734 7.01811077546958e-10 2.95705042146369e-08 12.2175947436155
"Kcnk1" -0.531680166327689 -7.60682617371004 6.59943903453608e-10 2.82537377861948e-08 12.1829917451376
"Pcdhb5" -0.428356344432918 -7.55896331636077 7.83758339960505e-10 3.25086673528034e-08 12.1586834998641
"Six2" 2.77311287677415 7.59478317871972 6.89115446597726e-10 2.92672461880827e-08 12.1582650476729
"Actr3b" -0.564583065694152 -7.60456407121056 6.65327195450483e-10 2.84080480859593e-08 12.1253301171231
"Wnt2b" 2.14943851215182 7.54480120099489 8.24682076796603e-10 3.39749546197913e-08 12.0880043832872
"Gpc3" 2.72166318403494 7.50619529690293 9.47463890997912e-10 3.82071991801658e-08 12.0827340991693
"Efhd2" -0.696736251183683 -7.591948057331 6.96169052006144e-10 2.94103798716564e-08 12.0773386309036
"Tubb6" 1.52661040668812 7.50511603659438 9.51148089354421e-10 3.82591532466014e-08 12.0615198129433
"Car13" 3.02527483555794 7.51021352133202 9.33872588493169e-10 3.77998105460963e-08 12.0594455760167
"LOC100361083" 0.879740018613925 7.54381193084087 8.27619597163181e-10 3.39749546197913e-08 12.0583825227206
"Cpm" -1.33713827667452 -7.52033356877722 9.00502752300666e-10 3.66840011517585e-08 12.0077914110106
"Mmp16" -0.499697538931408 -7.56843111843153 7.57542381381783e-10 3.16680478750934e-08 12.0028617866337
"Kcnmb1" 2.20218656130749 7.53904390913243 8.41925602863838e-10 3.4390793612094e-08 11.9906699111733
"Sspn" 0.942652743086025 7.48906981311107 1.00765051170076e-09 4.03287494269411e-08 11.9742341900965
"Esyt1" 0.982674730643952 7.50315578601188 9.57876465432141e-10 3.8432988131874e-08 11.9482114225495
"Gcg" -3.18379375419075 -7.51034820283412 9.33420443586397e-10 3.77998105460963e-08 11.9392459106584
"Elovl5" 0.532278917166947 7.54402063710989 8.26998996011137e-10 3.39749546197913e-08 11.934798595006
"Dsn1" -1.02313516121811 -7.43547839239657 1.2219261991165e-09 4.79433402301999e-08 11.9046291345046
"Klk8" -2.4437940585056 -7.46223684999029 1.10976078454804e-09 4.39746153063217e-08 11.8432112337206
"Timp1" 2.09646531145681 7.41457072112664 1.31742514468136e-09 5.08710609024159e-08 11.8259453652762
"Snx7" -0.617626671391822 -7.47684620368231 1.05294214879317e-09 4.20360829351955e-08 11.8090683655259
"Adamts2" 1.25603441787981 7.4581899017248 1.12603728550012e-09 4.45091322082955e-08 11.8085741461828
"Lgi4" 0.935063856111413 7.42642303541976 1.26240467854063e-09 4.91691227112569e-08 11.807192760775
"Rd3l" -1.54188739171766 -7.41632111799276 1.30915060122938e-09 5.07422959976503e-08 11.7876503499081
"Flnb" 0.824145481440014 7.50987965453593 9.34994374457263e-10 3.77998105460963e-08 11.7833643498765
"Agtrap" 0.667950738839721 7.43829704910004 1.20959412195223e-09 4.75763756981653e-08 11.7766637997735
"Rbp1" 1.81974754829449 7.40580972401189 1.35963545779275e-09 5.23181171698611e-08 11.7758300860703
"LOC691083" 2.07730330580836 7.47026595618068 1.07816360121792e-09 4.28288421588284e-08 11.7695857268267
"Parva" 0.677514272213745 7.41427169247542 1.3188439610245e-09 5.08710609024159e-08 11.7531136246506
"Sdc2" 0.718749992047864 7.47343831598071 1.06592947605267e-09 4.2448448386746e-08 11.7216305084434
"Shisa3" 4.13933957729763 7.38546988795974 1.46293686238971e-09 5.56458748295391e-08 11.6745699172362
"Swap70" 0.583503407379153 7.41829105929806 1.29990054013513e-09 5.05063545630607e-08 11.634232059324
"Gatsl3" 1.29866523339324 7.35383195206932 1.63948345027266e-09 6.16050225597105e-08 11.6213540725349
"Aldh4a1" 0.428048661679252 7.42761700265042 1.25699147834554e-09 4.90779875738386e-08 11.5974069589322
"Kdelr3" 1.60390001662387 7.34274728901004 1.7062666926562e-09 6.36620860164177e-08 11.5817855023298
"Pcp4" -0.992555593656327 -7.44064388511694 1.19942162613312e-09 4.7292750488197e-08 11.529416257364
"Sdc4" 0.898901558528994 7.39885450097395 1.39410933830965e-09 5.33873669627503e-08 11.526130811236
"Zfp217" 0.897444903517531 7.31837013562772 1.86288761174539e-09 6.83872466022118e-08 11.4948284353306
"Sned1" 2.95523970973977 7.35287526306768 1.64514251550581e-09 6.16696733101228e-08 11.484719155808
"Cnn3" 0.485957796522766 7.42963427865813 1.24789840909081e-09 4.88423767028705e-08 11.4834105460513
"Cdh5" 1.56755876705732 7.35381897888424 1.63956005935732e-09 6.16050225597105e-08 11.4787360069949
"Ampd3" 0.594843091250855 7.40344594777249 1.37125464708242e-09 5.26383785078344e-08 11.4695352444917
"Hs3st5" -0.771145889673612 -7.33342549463978 1.76453590920803e-09 6.5529939381728e-08 11.4496944601097
"Hfe" 1.82096146651813 7.33353870490347 1.76381641592718e-09 6.5529939381728e-08 11.4394843796792
"Id3" 1.3646943221501 7.38469497937782 1.46702444130728e-09 5.56458748295391e-08 11.4184885534364
"Aox1" 1.92481937660653 7.29788968252353 2.0055623735571e-09 7.24588813197586e-08 11.4131288637678
"Aldh7a1" 0.446315502265106 7.39542986963988 1.41140439183452e-09 5.39203749598215e-08 11.4128908674052
"Glra2" -1.28585145265077 -7.31447888669938 1.88918966318499e-09 6.88924991569469e-08 11.398836654642
"Cyp7b1" 0.722342865446082 7.3317781501979 1.77503874857136e-09 6.57670389232856e-08 11.3946155470428
"Limd1" 0.830392554845487 7.32954839835164 1.78935469413316e-09 6.59912358212757e-08 11.3887226703585
"Tnxa-ps1" 1.15746388252041 7.28875360501098 2.07269262050686e-09 7.42126198584621e-08 11.3777551912732
"Gstm2" 3.52249085593269 7.29323988272479 2.03945140202472e-09 7.3516928756056e-08 11.3737578935316
"Ccnd2" 0.616088520158431 7.38481354282254 1.46639828759863e-09 5.56458748295391e-08 11.3589681858303
"Dab2" 2.08716886064989 7.33077357019088 1.78147430703453e-09 6.58526926135057e-08 11.348685695796
"Lifr" 0.56498842619972 7.36507121068553 1.574443899031e-09 5.94406439630779e-08 11.346961423037
"Vcam1" 0.596637020074753 7.36505908717451 1.57451264301972e-09 5.94406439630779e-08 11.319217605881
"Bmp5" 3.54022964893973 7.27689740891421 2.16317913363348e-09 7.71067133593593e-08 11.2740391160527
"RGD1309821" 0.561067995094414 7.30637801306403 1.94514611209418e-09 7.05955415091637e-08 11.2557056563942
"Gna14" -1.25385490298997 -7.24065320472643 2.46509577747685e-09 8.5950031595039e-08 11.2039184138453
"Bace2" 1.08983052180316 7.23865274956073 2.4829389162173e-09 8.61957642458132e-08 11.2018090520773
"Eci3" 1.61689985679917 7.23621352842483 2.50487086228763e-09 8.67685093272692e-08 11.1980848427225
